row,name,light_years_from_earth,stellar_magnitude,discovery_date,planet_type,orbital_period,eccentricity,solar_system_name,planet_discovery_method,planet_orbital_inclination,planet_density,right_ascension,declination,host_temperature,host_mass,host_radius,mass,radius,orbit_radius
2008,Kepler-1445 b,1572.0,12.418,2016,Terrestrial,10.6 days,0,Kepler-1442,Transit,,0.0,19h25m01.34s,+48d50m49.1s,6394.0,1.34,1.44,0.84,0.96,0
2009,Kepler-1446 b,528.0,12.409,2016,Terrestrial,0.7 days,0,Kepler-1443,Transit,,0.0,18h53m44.58s,+47d04m00.7s,6289.0,1.19,1.27,0.477,0.82,0
2010,Kepler-1447 b,2841.0,14.664,2016,Neptune-like,56.7 days,0,Kepler-1444,Transit,,0.0,19h01m19.35s,+42d02m25.6s,5810.0,1.03,1.05,8.75,0.259,0
2011,Kepler-1448 b,2564.0,14.38,2016,Super Earth,12.3 days,0,Kepler-1445,Transit,,0.0,18h40m59.87s,+43d54m54.2s,6150.0,1.13,1.26,3.22,1.61,0
2012,Kepler-1449 b,4309.0,15.031,2016,Super Earth,13.2 days,0,Kepler-1446,Transit,,0.0,19h17m41.75s,+46d43m34.2s,4865.0,0.81,0.75,3.46,1.68,0
2013,Kepler-144 b,1270.0,11.944,2014,Super Earth,5.9 days,0,Kepler-1447,Transit,,0.0,19h18m34.43s,+50d43m37.5s,5722.0,0.97,0.95,2.33,1.33,0.066
2014,Kepler-144 c,1270.0,11.944,2014,Super Earth,10.1 days,0,Kepler-1448,Transit,,0.0,19h11m28.17s,+50d35m44.1s,5774.0,0.95,0.93,2.39,1.35,0.094
2015,Kepler-1450 b,1598.0,15.489,2016,Super Earth,54.5 days,0,Kepler-1449,Transit,,0.0,19h12m55.62s,+50d34m04.4s,5979.0,1.08,1.1,3.57,1.71,0
2016,Kepler-1451 b,3781.0,15.3,2016,Neptune-like,35.6 days,0,Kepler-145,Transit,,0.0,19h25m33.06s,+44d31m44.8s,6022.0,1.28,1.98,11.2,0.299,0
2017,Kepler-1452 b,3177.0,13.071,2016,Neptune-like,42.9 days,0,Kepler-145,Transit,,0.0,19h25m33.06s,+44d31m44.8s,6022.0,1.28,1.98,7.75,0.241,0
2018,Kepler-1453 b,4188.0,15.528,2016,Neptune-like,47.2 days,0,Kepler-1450,Transit,,0.0,19h38m12.92s,+45d04m53.0s,4524.0,0.71,0.68,7.61,0.238,0
2019,Kepler-1454 b,2593.0,14.899,2016,Super Earth,47 days,0,Kepler-1451,Transit,,0.0,19h33m47.14s,+40d24m35.6s,5782.0,1.0,0.99,4.19,1.88,0
2020,Kepler-1455 b,1279.0,15.866,2016,Neptune-like,49.3 days,0,Kepler-1452,Transit,,0.0,19h29m41.48s,+38d15m58.8s,6101.0,1.41,2.06,5.31,2.16,0.2149
2021,Kepler-1456 b,1236.0,15.445,2016,Super Earth,18.1 days,0,Kepler-1453,Transit,,0.0,19h04m30.13s,+47d56m51.4s,5665.0,0.97,0.94,1.55,1.14,0
2022,Kepler-1457 b,2375.0,14.028,2016,Super Earth,51.1 days,0,Kepler-1454,Transit,,0.0,18h56m53.60s,+48d49m54.4s,5448.0,0.9,0.86,4.62,1.99,0
2023,Kepler-1458 b,2094.0,14.2,2016,Neptune-like,48 days,0,Kepler-1455,Transit,,0.0,19h36m19.93s,+50d30m10.0s,4075.0,0.62,0.6,8.05,0.246,0
2024,Kepler-1459 b,1419.0,14.552,2016,Super Earth,62.9 days,0,Kepler-1456,Transit,,0.0,19h07m46.88s,+43d49m22.0s,4231.0,0.64,0.62,2.42,1.36,0
2025,Kepler-145 b,1879.0,11.875,2013,Neptune-like,23 days,0.43,Kepler-1457,Transit,,0.0,18h55m04.94s,+42d01m38.1s,5866.0,1.01,1.01,37.1,0.236,0
2026,Kepler-145 c,1879.0,11.875,2013,Gas Giant,42.9 days,0.11,Kepler-1458,Transit,,0.0,18h52m50.79s,+41d02m17.0s,5653.0,0.96,0.94,0.25,0.385,0
2027,Kepler-1460 b,1872.0,15.919,2016,Super Earth,30 days,0,Kepler-1459,Transit,,0.0,18h49m41.53s,+46d00m50.5s,4828.0,0.78,0.74,4.5,1.96,0
2028,Kepler-1461 b,2453.0,15.695,2016,Super Earth,29.3 days,0,Kepler-146,Transit,,0.0,19h36m26.58s,+38d42m36.8s,5948.0,,1.21,4.78,2.03,0
2029,Kepler-1462 b,4462.0,15.856,2016,Neptune-like,65.6 days,0,Kepler-146,Transit,,0.0,19h36m26.58s,+38d42m36.8s,5948.0,,1.21,14,0.341,0
2030,Kepler-1463 b,4374.0,15.724,2016,Super Earth,25.2 days,0,Kepler-1460,Transit,,0.0,19h02m13.87s,+44d00m38.8s,4422.0,0.7,0.67,4.12,1.86,0
2031,Kepler-1464 b,2257.0,14.13,2016,Super Earth,31.8 days,0,Kepler-1461,Transit,,0.0,19h03m19.31s,+43d11m54.2s,4919.0,0.79,0.74,3.39,1.66,0
2032,Kepler-1464 c,2257.0,14.13,2016,Terrestrial,5.3 days,0,Kepler-1462,Transit,,0.0,19h45m35.41s,+42d23m48.9s,5756.0,1.0,1.0,0.972,1.0,0
2033,Kepler-1465 b,1142.0,14.42,2016,Super Earth,31.8 days,0,Kepler-1463,Transit,,0.0,19h37m56.95s,+42d00m24.9s,5679.0,0.96,0.95,3.78,1.77,0
2034,Kepler-1466 b,2238.0,13.869000000000002,2016,Super Earth,31.2 days,0,Kepler-1464,Transit,,0.0,19h08m56.56s,+38d45m15.0s,5828.0,1.02,1.01,3.02,1.55,0
2035,Kepler-1467 b,2903.0,15.521,2016,Neptune-like,47.1 days,0,Kepler-1464,Transit,,0.0,19h08m56.56s,+38d45m15.0s,5828.0,1.02,1.01,10.9,0.294,0
2036,Kepler-1468 b,3686.0,14.952,2016,Super Earth,8.2 days,0,Kepler-1465,Transit,,0.0,19h19m16.64s,+51d54m17.5s,4726.0,0.75,0.71,3.64,1.73,0
2037,Kepler-1468 c,3686.0,14.952,2016,Super Earth,3.5 days,0,Kepler-1466,Transit,,0.0,19h19m19.49s,+44d36m35.5s,5884.0,1.01,1.02,1.6,1.15,0
2038,Kepler-1469 b,4094.0,15.989,2016,Neptune-like,21.9 days,0,Kepler-1467,Transit,,0.0,19h40m11.65s,+45d20m33.7s,5332.0,0.86,0.82,8.25,0.25,0
2039,Kepler-146 b,2387.0,13.803,2014,Neptune-like,31.2 days,0,Kepler-1468,Transit,,0.0,19h34m04.76s,+41d16m38.7s,5893.0,1.04,1.05,13.3,0.331,0.2
2040,Kepler-146 c,2387.0,13.803,2014,Neptune-like,76.7 days,0,Kepler-1468,Transit,,0.0,19h34m04.76s,+41d16m38.7s,5893.0,1.04,1.05,9.96,0.279,0.364
2041,Kepler-1470 b,1856.0,15.044,2016,Super Earth,16.3 days,0,Kepler-1469,Transit,,0.0,19h35m17.13s,+39d23m28.9s,5507.0,0.92,0.89,1.24,1.07,0
2042,Kepler-1471 b,3454.0,15.246,2016,Super Earth,3.6 days,0,Kepler-147,Transit,,0.0,19h11m54.18s,+39d05m13.9s,6012.0,,1.47,2.57,1.41,0
2043,Kepler-1472 b,4139.0,14.59,2016,Super Earth,38.1 days,0,Kepler-147,Transit,,0.0,19h11m54.18s,+39d05m13.9s,6012.0,,1.47,4.27,1.9,0
2044,Kepler-1473 b,2039.0,13.368,2016,Super Earth,14.4 days,0,Kepler-1470,Transit,,0.0,19h14m46.80s,+39d52m59.5s,4961.0,0.8,0.76,1.81,1.19,0
2045,Kepler-1474 b,3960.0,15.217,2016,Neptune-like,36.4 days,0,Kepler-1471,Transit,,0.0,19h18m39.57s,+50d01m12.2s,5660.0,0.95,0.93,5.31,2.16,0
2046,Kepler-1475 b,5591.0,15.277,2016,Neptune-like,82.2 days,0,Kepler-1472,Transit,,0.0,19h39m24.64s,+49d03m26.9s,6159.0,1.16,1.25,8.85,0.261,0
2047,Kepler-1476 b,3973.0,15.409,2016,Super Earth,10.4 days,0,Kepler-1473,Transit,,0.0,19h22m32.78s,+48d59m45.9s,6046.0,1.09,1.09,3.43,1.67,0
2048,Kepler-1477 b,1713.0,14.576,2016,Super Earth,11.6 days,0,Kepler-1474,Transit,,0.0,19h38m46.57s,+45d52m00.6s,5870.0,1.04,1.04,1.76,1.18,0
2049,Kepler-1478 b,4583.0,15.399,2016,Super Earth,26.1 days,0,Kepler-1475,Transit,,0.0,19h43m47.59s,+44d45m11.2s,6214.0,1.18,1.28,3.64,1.73,0
2050,Kepler-1479 b,2019.0,13.733,2016,Super Earth,14.5 days,0,Kepler-1476,Transit,,0.0,18h58m07.70s,+43d59m23.8s,5663.0,0.98,0.96,4.01,1.83,0
2051,Kepler-147 b,3503.0,13.915,2014,Super Earth,12.6 days,0,Kepler-1477,Transit,,0.0,18h45m11.65s,+42d41m08.7s,5100.0,0.81,0.78,2.96,1.53,0.113
2052,Kepler-147 c,3503.0,13.915,2014,Neptune-like,33.4 days,0,Kepler-1478,Transit,,0.0,19h32m39.62s,+41d44m46.4s,5904.0,1.04,1.06,6.48,0.217,0.216
2053,Kepler-1480 b,1761.0,14.482,2016,Super Earth,22.1 days,0,Kepler-1479,Transit,,0.0,19h02m50.86s,+49d42m24.0s,5796.0,0.99,0.98,3.43,1.67,0
2054,Kepler-1481 b,1608.0,14.743,2016,Super Earth,5.9 days,0,Kepler-148,Transit,,0.0,19h19m08.69s,+46d51m31.6s,5272.0,,0.85,2.04,1.23,0
2055,Kepler-1482 b,1442.0,13.73,2016,Super Earth,12.3 days,0,Kepler-148,Transit,,0.0,19h19m08.69s,+46d51m31.6s,5272.0,,0.85,1.01,1.01,0
2056,Kepler-1483 b,4329.0,14.423,2016,Super Earth,9.5 days,0,Kepler-148,Transit,,0.0,19h19m08.69s,+46d51m31.6s,5272.0,,0.85,2.92,1.52,0
2057,Kepler-1484 b,3572.0,15.247,2016,Neptune-like,30.5 days,0,Kepler-1480,Transit,,0.0,19h27m59.95s,+49d18m06.5s,5156.0,0.85,0.81,5.1,2.11,0
2058,Kepler-1485 b,1794.0,13.18,2016,Super Earth,19.9 days,0,Kepler-1481,Transit,,0.0,19h17m45.35s,+49d43m52.4s,4908.0,0.8,0.75,2.76,1.47,0
2059,Kepler-1486 b,4779.0,15.294,2016,Neptune-like,54.6 days,0,Kepler-1482,Transit,,0.0,19h01m15.31s,+48d43m30.9s,5381.0,0.88,0.84,5.99,0.207,0
2060,Kepler-1487 b,3569.0,13.451,2016,Neptune-like,7.3 days,0,Kepler-1483,Transit,,0.0,19h41m38.35s,+42d09m03.0s,6337.0,1.25,1.4,5.18,2.13,0
2061,Kepler-1488 b,2016.0,13.077,2016,Super Earth,39.8 days,0,Kepler-1484,Transit,,0.0,19h30m44.23s,+38d07m34.6s,5730.0,0.94,0.92,4.12,1.86,0
2062,Kepler-1489 b,2838.0,14.808,2016,Super Earth,82.3 days,0,Kepler-1485,Transit,,0.0,19h52m22.90s,+44d44m13.4s,6087.0,1.11,1.12,3.78,1.77,0
2063,Kepler-148 b,2640.0,15.336,2014,Super Earth,1.7 days,0,Kepler-1486,Transit,,0.0,19h22m21.69s,+45d26m23.0s,5965.0,1.08,1.12,3.89,1.8,0.028
2064,Kepler-148 c,2640.0,15.336,2014,Neptune-like,4.2 days,0,Kepler-1487,Transit,,0.0,19h41m59.55s,+38d38m40.2s,6541.0,1.38,1.63,12.6,0.321,0.05
2065,Kepler-148 d,2640.0,15.336,2016,Gas Giant,51.8 days,0,Kepler-1488,Transit,,0.0,19h06m35.14s,+49d56m16.0s,5820.0,1.05,1.31,0.177,0.774,0
2066,Kepler-1490 b,3158.0,15.418,2016,Neptune-like,92.4 days,0,Kepler-1489,Transit,,0.0,18h45m11.00s,+44d27m55.5s,5655.0,0.93,0.9,9.48,0.271,0
2067,Kepler-1491 b,4280.0,15.57,2016,Super Earth,16.6 days,0,Kepler-149,Transit,,0.0,19h03m24.88s,+38d23m02.8s,5381.0,,0.95,2.89,1.51,0
2068,Kepler-1492 b,1210.0,14.496,2016,Super Earth,16.8 days,0,Kepler-149,Transit,,0.0,19h03m24.88s,+38d23m02.8s,5381.0,,0.95,2.83,1.49,0
2069,Kepler-1493 b,1866.0,13.861,2016,Super Earth,15 days,0,Kepler-149,Transit,,0.0,19h03m24.88s,+38d23m02.8s,5381.0,,0.95,2.57,1.41,0
2070,Kepler-1494 b,3454.0,15.217,2016,Neptune-like,91.1 days,0,Kepler-1490,Transit,,0.0,19h42m46.46s,+42d36m34.2s,5515.0,0.9,0.87,9.64,0.274,0
2071,Kepler-1495 b,4263.0,15.625,2016,Neptune-like,85.3 days,0,Kepler-1491,Transit,,0.0,19h34m31.14s,+45d44m26.3s,5728.0,1.0,0.99,8.96,0.262,0
2072,Kepler-1496 b,4218.0,14.682,2016,Neptune-like,64.7 days,0,Kepler-1492,Transit,,0.0,19h14m23.30s,+41d02m11.1s,4712.0,0.77,0.72,5.56,2.22,0
2073,Kepler-1497 b,3660.0,15.376,2016,Super Earth,8.7 days,0,Kepler-1493,Transit,,0.0,19h14m11.80s,+38d33m54.8s,5863.0,1.06,1.29,3.39,1.66,0
2074,Kepler-1498 b,2414.0,15.1,2016,Super Earth,48.1 days,0,Kepler-1494,Transit,,0.0,18h50m37.78s,+43d09m45.1s,5659.0,0.96,0.94,2.33,1.33,0
2075,Kepler-1499 b,1011.0,13.515999999999998,2016,Super Earth,44.2 days,0,Kepler-1495,Transit,,0.0,19h04m31.38s,+38d46m46.7s,5831.0,1.03,1.04,1.81,1.19,0
2076,Kepler-149 b,1894.0,14.019,2014,Neptune-like,29.2 days,0,Kepler-1496,Transit,,0.0,19h35m53.74s,+45d21m02.5s,6182.0,1.18,1.27,16.5,0.376,0.184
2077,Kepler-149 c,1894.0,14.019,2014,Super Earth,55.3 days,0,Kepler-1497,Transit,,0.0,19h44m47.07s,+45d38m03.6s,5675.0,0.96,0.95,3.22,1.61,0.281
2078,Kepler-149 d,1894.0,14.019,2014,Neptune-like,160 days,0,Kepler-1498,Transit,,0.0,18h59m06.75s,+44d55m00.4s,5256.0,0.86,0.81,14.9,0.353,0.571
2079,Kepler-14 b,3197.0,12.128,2011,Gas Giant,6.8 days,0.04,Kepler-1499,Transit,,0.0,18h55m56.72s,+41d39m01.5s,5097.0,0.82,0.78,8.4,1.136,0.0771
2080,Kepler-1500 b,2949.0,14.58,2016,Super Earth,15 days,0,Kepler-15,Transit,87.44,0.93,19h44m48.14s,+49d08m24.4s,5515.0,1.02,0.99,1.87,1.2,0
2081,Kepler-1501 b,2897.0,13.646,2016,Super Earth,14.6 days,0,Kepler-150,Transit,,0.0,19h12m56.18s,+40d31m15.3s,5560.0,,0.94,3.05,1.56,0
2082,Kepler-1502 b,5023.0,14.093,2016,Neptune-like,41.7 days,0,Kepler-150,Transit,,0.0,19h12m56.18s,+40d31m15.3s,5560.0,,0.94,10.2,0.284,0
2083,Kepler-1503 b,2773.0,15.786,2016,Neptune-like,96.2 days,0,Kepler-150,Transit,,0.0,19h12m56.18s,+40d31m15.3s,5560.0,,0.94,5.77,0.203,0
2084,Kepler-1504 b,3357.0,15.630999999999998,2016,Neptune-like,82.3 days,0,Kepler-150,Transit,,0.0,19h12m56.18s,+40d31m15.3s,5560.0,,0.94,5.18,2.13,0
2085,Kepler-1505 b,1171.0,12.925999999999998,2016,Terrestrial,30.9 days,0,Kepler-150,Transit,90.0,0.0,19h12m56.18s,+40d31m15.3s,5560.0,,0.94,0.749,0.93,0
2086,Kepler-1506 b,4299.0,15.624,2016,Super Earth,14 days,0,Kepler-1500,Transit,,0.0,19h15m32.00s,+39d44m40.5s,5845.0,1.0,1.0,2.3,1.32,0
2087,Kepler-1507 b,1116.0,13.104,2016,Terrestrial,16.1 days,0,Kepler-1501,Transit,,0.0,19h19m40.44s,+42d00m05.2s,6229.0,1.2,1.3,0.52,0.84,0
2088,Kepler-1508 b,2910.0,14.347,2016,Super Earth,20.7 days,0,Kepler-1502,Transit,,0.0,19h44m25.90s,+39d19m11.7s,6666.0,1.44,1.72,2.33,1.33,0
2089,Kepler-1509 b,4166.0,15.332,2016,Super Earth,25.4 days,0,Kepler-1503,Transit,,0.0,19h34m54.52s,+42d48m24.3s,5069.0,0.77,0.74,4.08,1.85,0
2090,Kepler-150 b,2983.0,14.974,2014,Super Earth,3.4 days,0,Kepler-1504,Transit,,0.0,19h18m50.88s,+50d07m41.6s,5393.0,0.85,0.81,2.1,1.25,0.044
2091,Kepler-150 c,2983.0,14.974,2014,Neptune-like,7.4 days,0,Kepler-1505,Transit,,0.0,19h28m00.49s,+41d47m13.1s,5686.0,0.93,0.86,13.2,0.329,0.073
2092,Kepler-150 d,2983.0,14.974,2014,Neptune-like,12.6 days,0,Kepler-1506,Transit,,0.0,19h20m35.97s,+41d27m52.5s,5676.0,0.95,0.93,8.2,0.249,0.104
2093,Kepler-150 e,2983.0,14.974,2014,Neptune-like,30.8 days,0,Kepler-1507,Transit,,0.0,19h14m14.77s,+46d32m09.8s,5410.0,0.89,0.85,9.91,0.278,0.189
2094,Kepler-150 f,2983.0,14.974,2017,Neptune-like,1.7 years,0,Kepler-1508,Transit,,0.0,19h52m28.53s,+40d22m30.2s,6158.0,1.14,1.22,12.9,0.325,1.24
2095,Kepler-1510 b,5268.0,15.142,2016,Neptune-like,84.7 days,0,Kepler-1509,Transit,,0.0,18h55m11.48s,+46d55m51.6s,5780.0,1.0,0.99,11.2,0.3,0
2096,Kepler-1511 b,2926.0,13.502,2016,Super Earth,23.2 days,0,Kepler-151,Transit,,0.0,19h28m39.07s,+41d01m23.6s,5460.0,,0.83,3.46,1.68,0
2097,Kepler-1512 b,528.0,13.263,2016,Super Earth,20.4 days,0,Kepler-151,Transit,,0.0,19h28m39.07s,+41d01m23.6s,5460.0,,0.83,1.76,1.18,0.1097
2098,Kepler-1513 b,1253.0,12.956,2016,Gas Giant,160.9 days,0,Kepler-1510,Transit,,0.0,19h55m50.19s,+48d15m28.2s,6200.0,1.19,1.28,0.17,0.755,0
2099,Kepler-1514 b,1236.0,11.829,2016,Gas Giant,217.8 days,0,Kepler-1511,Transit,,0.0,19h13m41.09s,+43d10m47.3s,6064.0,1.17,1.29,0,1.055,0
2100,Kepler-1514 c,1236.0,11.829,2020,Super Earth,10.5 days,0,Kepler-1512,Transit,,0.0,19h17m05.88s,+44d28m12.9s,4372.0,0.73,0.67,2.3,1.32,0
2101,Kepler-1515 b,1644.0,11.998,2016,Gas Giant,214.3 days,0,Kepler-1513,Transit,,0.0,19h19m09.99s,+39d17m07.0s,5617.0,0.99,0.97,0.208,0.852,0
2102,Kepler-1516 b,2844.0,14.447,2016,Super Earth,7.3 days,0,Kepler-1514,Transit,,0.0,19h30m30.59s,+37d51m36.5s,6251.0,1.21,1.22,3.71,1.75,0
2103,Kepler-1517 b,2835.0,12.174,2016,Gas Giant,5.5 days,0,Kepler-1514,Transit,,0.0,19h30m30.59s,+37d51m36.5s,6251.0,1.21,1.22,0.216,0.871,0
2104,Kepler-1518 b,3719.0,13.28,2016,Neptune-like,5.1 days,0,Kepler-1515,Transit,,0.0,19h23m53.74s,+48d10m41.4s,6511.0,1.3,1.41,9.53,0.272,0
2105,Kepler-1519 b,2799.0,14.803,2016,Gas Giant,240.8 days,0,Kepler-1516,Transit,,0.0,19h25m58.70s,+44d31m24.6s,5904.0,1.04,1.07,39.6,0.63,0
2106,Kepler-151 b,2160.0,14.719,2014,Neptune-like,15.2 days,0,Kepler-1517,Transit,,0.0,19h11m13.73s,+43d11m19.6s,7010.0,1.58,1.95,9.59,0.273,0.116
2107,Kepler-151 c,2160.0,14.719,2014,Super Earth,24.7 days,0,Kepler-1518,Transit,,0.0,20h01m19.77s,+44d59m10.1s,6846.0,1.54,1.88,5.02,2.09,0.16
2108,Kepler-1520 b,2075.0,15.693,2016,Neptune-like,0.7 days,0,Kepler-1519,Transit,,0.0,19h46m40.30s,+49d27m42.7s,5644.0,0.94,0.91,28.1,0.515,0
2109,Kepler-1521 b,740.0,12.848,2016,Neptune-like,47.1 days,0,Kepler-152,Transit,,0.0,19h07m27.71s,+41d59m20.7s,5088.0,,0.72,6.8,0.223,0
2110,Kepler-1522 b,2251.0,14.196,2016,Super Earth,1.8 days,0,Kepler-152,Transit,,0.0,19h07m27.71s,+41d59m20.7s,5088.0,,0.72,3.64,1.73,0
2111,Kepler-1523 b,2995.0,14.837,2016,Super Earth,0.9 days,0,Kepler-1520,Transit,,0.0,19h23m51.89s,+51d30m17.0s,4677.0,0.76,0.71,3.12,1.58,0
2112,Kepler-1524 b,1651.0,12.7,2016,Neptune-like,71 days,0,Kepler-1521,Transit,,0.0,19h30m45.67s,+37d50m06.0s,5042.0,0.81,0.76,12.3,0.316,0
2113,Kepler-1525 b,1292.0,12.692,2016,Terrestrial,2.4 days,0,Kepler-1522,Transit,,0.0,19h19m22.37s,+52d04m12.6s,5706.0,0.96,0.93,0.693,0.91,0
2114,Kepler-1526 b,1879.0,15.655,2016,Neptune-like,3.9 days,0,Kepler-1523,Transit,,0.0,19h44m12.97s,+45d49m37.4s,5708.0,0.97,0.96,6.48,0.217,0
2115,Kepler-1527 b,5089.0,15.078,2016,Neptune-like,160.1 days,0,Kepler-1524,Transit,,0.0,19h35m32.50s,+39d31m11.3s,6179.0,1.17,1.25,20.4,0.426,0
2116,Kepler-1528 b,2988.0,14.476,2016,Super Earth,1.8 days,0,Kepler-1525,Transit,,0.0,19h22m14.28s,+49d56m34.9s,5748.0,1.07,1.04,2.73,1.46,0
2117,Kepler-1529 b,2228.0,15.388,2016,Neptune-like,5.3 days,0,Kepler-1526,Transit,,0.0,19h00m28.73s,+38d51m59.1s,4601.0,0.73,0.69,5.06,2.1,0
2118,Kepler-152 b,1457.0,14.244000000000002,2014,Neptune-like,18.2 days,0,Kepler-1527,Transit,,0.0,19h49m39.46s,+46d03m38.9s,6224.0,1.21,1.32,8.2,0.249,0.124
2119,Kepler-152 c,1457.0,14.244000000000002,2014,Neptune-like,88.3 days,0,Kepler-1528,Transit,,0.0,19h09m36.71s,+46d34m26.3s,5857.0,1.03,1.03,6.3,0.213,0.356
2120,Kepler-1530 b,1801.0,14.005,2016,Super Earth,2.6 days,0,Kepler-1529,Transit,,0.0,19h19m28.97s,+41d02m26.6s,5048.0,0.81,0.77,3.33,1.64,0
2121,Kepler-1530 c,1801.0,14.005,2016,Super Earth,5.3 days,0,Kepler-153,Transit,,0.0,18h49m50.53s,+48d15m25.6s,5404.0,,0.89,3.36,1.65,0
2122,Kepler-1531 b,2186.0,13.171,2016,Super Earth,1.1 days,0,Kepler-153,Transit,,0.0,18h49m50.53s,+48d15m25.6s,5404.0,,0.89,1.41,1.11,0
2123,Kepler-1532 b,2688.0,14.803,2016,Super Earth,1.1 days,0,Kepler-1530,Transit,,0.0,19h12m39.00s,+48d09m54.6s,5477.0,0.92,0.88,2.39,1.35,0
2124,Kepler-1533 b,2779.0,13.168,2016,Neptune-like,308.5 days,0,Kepler-1530,Transit,,0.0,19h12m39.00s,+48d09m54.6s,5477.0,0.92,0.88,11.8,0.309,0
2125,Kepler-1534 b,3611.0,16.235,2016,Super Earth,5.7 days,0,Kepler-1531,Transit,,0.0,19h00m35.18s,+39d22m14.9s,6260.0,1.16,1.27,4.23,1.89,0
2126,Kepler-1535 b,2867.0,14.18,2016,Neptune-like,138.9 days,0,Kepler-1532,Transit,,0.0,19h47m36.68s,+41d11m53.5s,5559.0,0.91,0.88,7.04,0.227,0
2127,Kepler-1536 b,1308.0,15.140999999999998,2016,Neptune-like,364.8 days,0,Kepler-1533,Transit,,0.0,19h43m54.13s,+44d42m48.4s,6431.0,1.31,1.51,10,0.28,0
2128,Kepler-1537 b,1641.0,14.546,2016,Super Earth,1.4 days,0,Kepler-1534,Transit,,0.0,19h29m34.89s,+43d52m08.7s,5442.0,0.9,0.86,1.76,1.18,0
2129,Kepler-1538 b,4211.0,15.228,2016,Neptune-like,175.1 days,0,Kepler-1535,Transit,,0.0,19h06m27.29s,+38d53m31.1s,6021.0,1.08,1.11,8.35,0.252,0
2130,Kepler-1539 b,2570.0,15.309,2016,Neptune-like,133.3 days,0,Kepler-1536,Transit,,0.0,19h26m20.44s,+45d42m56.8s,4434.0,0.71,0.67,7.75,0.241,0
2131,Kepler-153 b,1519.0,14.249,2014,Neptune-like,18.9 days,0,Kepler-1537,Transit,,0.0,19h37m32.50s,+43d49m31.7s,5079.0,0.81,0.77,8.85,0.261,0.129
2132,Kepler-153 c,1519.0,14.249,2014,Neptune-like,46.9 days,0,Kepler-1538,Transit,,0.0,18h53m22.97s,+45d16m28.0s,5837.0,1.03,1.03,6.94,0.226,0.237
2133,Kepler-1540 b,855.0,14.083,2016,Neptune-like,125.4 days,0,Kepler-1539,Transit,,0.0,18h56m52.66s,+44d16m06.8s,5176.0,0.84,0.8,6.76,0.222,0
2134,Kepler-1541 b,1350.0,13.791,2016,Super Earth,8.4 days,0,Kepler-154,Transit,,0.0,19h19m07.33s,+49d53m47.5s,5690.0,,1.0,1.65,1.16,0
2135,Kepler-1542 b,1096.0,12.588,2016,Terrestrial,4 days,0,Kepler-154,Transit,,0.0,19h19m07.33s,+49d53m47.5s,5690.0,,1.0,0.363,0.76,0
2136,Kepler-1542 c,1096.0,12.588,2016,Terrestrial,2.9 days,0,Kepler-154,Transit,,0.0,19h19m07.33s,+49d53m47.5s,5690.0,,1.0,0.208,0.65,0
2137,Kepler-1542 d,1096.0,12.588,2016,Terrestrial,6 days,0,Kepler-154,Transit,,0.0,19h19m07.33s,+49d53m47.5s,5690.0,,1.0,0.59,0.87,0
2138,Kepler-1542 e,1096.0,12.588,2016,Terrestrial,5.1 days,0,Kepler-154,Transit,,0.0,19h19m07.33s,+49d53m47.5s,5690.0,,1.0,0.363,0.76,0
2139,Kepler-1543 b,3634.0,13.419,2016,Neptune-like,7 days,0,Kepler-1540,Transit,,0.0,18h53m22.68s,+41d12m06.3s,4540.0,0.74,0.69,7.8,0.242,0
2140,Kepler-1544 b,1138.0,14.039,2016,Super Earth,168.8 days,0,Kepler-1541,Transit,,0.0,18h55m08.88s,+48d01m46.4s,5282.0,0.86,0.81,3.82,1.78,0.5421
2141,Kepler-1545 b,2244.0,15.033,2016,Neptune-like,163.7 days,0,Kepler-1542,Transit,,0.0,19h02m54.84s,+42d39m16.3s,5564.0,0.94,0.99,7.75,0.241,0
2142,Kepler-1546 b,3242.0,15.368,2016,Neptune-like,19.6 days,0,Kepler-1542,Transit,,0.0,19h02m54.84s,+42d39m16.3s,5564.0,0.94,0.99,9.96,0.279,0
2143,Kepler-1547 b,2169.0,13.408,2016,Terrestrial,0.7 days,0,Kepler-1542,Transit,,0.0,19h02m54.84s,+42d39m16.3s,5564.0,0.94,0.99,0.666,0.9,0
2144,Kepler-1548 b,3751.0,15.245,2016,Neptune-like,124.8 days,0,Kepler-1542,Transit,,0.0,19h02m54.84s,+42d39m16.3s,5564.0,0.94,0.99,7.46,0.236,0
2145,Kepler-1549 b,2584.0,15.152,2016,Neptune-like,214.9 days,0,Kepler-1543,Transit,,0.0,19h48m29.83s,+47d02m13.3s,6561.0,1.39,1.65,7.13,0.229,0
2146,Kepler-154 b,3066.0,14.512,2014,Neptune-like,33 days,0,Kepler-1544,Transit,,0.0,19h49m08.40s,+49d12m44.8s,4886.0,0.81,0.74,5.73,0.202,0.198
2147,Kepler-154 c,3066.0,14.512,2014,Neptune-like,62.3 days,0,Kepler-1545,Transit,,0.0,19h55m35.70s,+47d27m47.1s,5201.0,0.84,0.8,9.01,0.263,0.303
2148,Kepler-154 d,3066.0,14.512,2016,Neptune-like,20.5 days,0,Kepler-1546,Transit,,0.0,19h50m20.15s,+41d32m28.4s,5623.0,0.95,0.93,14.1,0.343,0
